Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;face1;face2;ANSWER;blockNum;inclusionCheck;pairName;pairType;newBin
1;1651855118417;06/05/2022 16:38:38;1651855118322;2;06/05/2022 18:38:38;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1038x575;;OFMT full task;6;Spreadsheet1;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;;;;;;
2;1651855127230;06/05/2022 16:38:47;1651855127041;2;06/05/2022 18:38:47;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;1;1;1;Screen 1;advancementZone;continue_button;8599;;;;;0;1;0;;;;;;Instructions;;;;;;;;
3;1651855127543;06/05/2022 16:38:47;1651855127474;2;06/05/2022 18:38:47;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;28;1;1;Cross;fixation;fixation;449.4279999999999;;;;;0;1;0;;;;;1;FaceBlock;00727_941201_fb.png;00899_960530_fa.png;DIFFERENT PEOPLE;;attention;00727_941201_fb.png00899_960530_fa.png;diff;
4;1651855129168;06/05/2022 16:38:49;1651855129075;2;06/05/2022 18:38:49;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;28;1;2;TwoFaces;TIMER;timelimit_screen;1598.8849999999984;;;;;0;1;0;;;1;;1;FaceBlock;00727_941201_fb.png;00899_960530_fa.png;DIFFERENT PEOPLE;;attention;00727_941201_fb.png00899_960530_fa.png;diff;
5;1651855129246;06/05/2022 16:38:49;1651855129116;2;06/05/2022 18:38:49;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;28;1;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00727_941201_fb.png;00899_960530_fa.png;DIFFERENT PEOPLE;;attention;00727_941201_fb.png00899_960530_fa.png;diff;
6;1651855139383;06/05/2022 16:38:59;1651855139199;2;06/05/2022 18:38:59;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;28;1;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;10080.400000095367;;;1;;0;1;0;;;;;1;FaceBlock;00727_941201_fb.png;00899_960530_fa.png;DIFFERENT PEOPLE;;attention;00727_941201_fb.png00899_960530_fa.png;diff;
7;1651855139466;06/05/2022 16:38:59;1651855139204;2;06/05/2022 18:38:59;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;28;1;3;SimilarityResponse;Zone1;response_button_text;10080.400000095367;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00727_941201_fb.png;00899_960530_fa.png;DIFFERENT PEOPLE;;attention;00727_941201_fb.png00899_960530_fa.png;diff;
8;1651855139696;06/05/2022 16:38:59;1651855139630;2;06/05/2022 18:38:59;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;53;2;1;Cross;fixation;fixation;449.4300000000003;;;;;0;1;0;;;;;1;FaceBlock;F59_595.png;F59_597.png;SAME PERSON;;test;F59_595.pngF59_597.png;same;10
9;1651855141289;06/05/2022 16:39:01;1651855141228;2;06/05/2022 18:39:01;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;53;2;2;TwoFaces;TIMER;timelimit_screen;1598.6339999999982;;;;;0;1;0;;;1;;1;FaceBlock;F59_595.png;F59_597.png;SAME PERSON;;test;F59_595.pngF59_597.png;same;10
10;1651855141379;06/05/2022 16:39:01;1651855141250;2;06/05/2022 18:39:01;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;53;2;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F59_595.png;F59_597.png;SAME PERSON;;test;F59_595.pngF59_597.png;same;10
11;1651855144888;06/05/2022 16:39:04;1651855144710;2;06/05/2022 18:39:04;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;53;2;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;3458.5;;;100;;0;1;0;;;;;1;FaceBlock;F59_595.png;F59_597.png;SAME PERSON;;test;F59_595.pngF59_597.png;same;10
12;1651855144982;06/05/2022 16:39:04;1651855144715;2;06/05/2022 18:39:04;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;53;2;3;SimilarityResponse;Zone2;response_button_text;3458.5;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;F59_595.png;F59_597.png;SAME PERSON;;test;F59_595.pngF59_597.png;same;10
13;1651855145213;06/05/2022 16:39:05;1651855145142;2;06/05/2022 18:39:05;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;30;3;1;Cross;fixation;fixation;449.53399999999965;;;;;0;1;0;;;;;1;FaceBlock;F60_604.png;F60_602.png;SAME PERSON;;test;F60_604.pngF60_602.png;same;4
14;1651855146806;06/05/2022 16:39:06;1651855146742;2;06/05/2022 18:39:06;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;30;3;2;TwoFaces;TIMER;timelimit_screen;1599.101999999999;;;;;0;1;0;;;1;;1;FaceBlock;F60_604.png;F60_602.png;SAME PERSON;;test;F60_604.pngF60_602.png;same;4
15;1651855146900;06/05/2022 16:39:06;1651855146795;2;06/05/2022 18:39:06;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;30;3;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F60_604.png;F60_602.png;SAME PERSON;;test;F60_604.pngF60_602.png;same;4
16;1651855150965;06/05/2022 16:39:10;1651855150899;2;06/05/2022 18:39:10;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;30;3;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;4104;;;67;;0;1;0;;;;;1;FaceBlock;F60_604.png;F60_602.png;SAME PERSON;;test;F60_604.pngF60_602.png;same;4
17;1651855151054;06/05/2022 16:39:11;1651855150904;2;06/05/2022 18:39:10;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;30;3;3;SimilarityResponse;Zone2;response_button_text;4104;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;F60_604.png;F60_602.png;SAME PERSON;;test;F60_604.pngF60_602.png;same;4
18;1651855151403;06/05/2022 16:39:11;1651855151336;2;06/05/2022 18:39:11;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;4;1;Cross;fixation;fixation;449.40499999999884;;;;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
19;1651855153112;06/05/2022 16:39:13;1651855152937;2;06/05/2022 18:39:12;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;4;2;TwoFaces;TIMER;timelimit_screen;1598.9780000000028;;;;;0;1;0;;;1;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
20;1651855153207;06/05/2022 16:39:13;1651855152991;2;06/05/2022 18:39:12;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;4;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
21;1651855157541;06/05/2022 16:39:17;1651855157477;2;06/05/2022 18:39:17;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;4;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;4485.799999952316;;;44;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
22;1651855157683;06/05/2022 16:39:17;1651855157481;2;06/05/2022 18:39:17;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;4;3;SimilarityResponse;Zone1;response_button_text;4485.799999952316;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
23;1651855157980;06/05/2022 16:39:17;1651855157915;2;06/05/2022 18:39:17;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;5;1;Cross;fixation;fixation;449.80800000000454;;;;;0;1;0;;;;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
24;1651855159578;06/05/2022 16:39:19;1651855159514;2;06/05/2022 18:39:19;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;5;2;TwoFaces;TIMER;timelimit_screen;1598.671000000002;;;;;0;1;0;;;1;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
25;1651855159671;06/05/2022 16:39:19;1651855159552;2;06/05/2022 18:39:19;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;5;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
26;1651855162625;06/05/2022 16:39:22;1651855162440;2;06/05/2022 18:39:22;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;5;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2887;;;0;;0;1;0;;;;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
27;1651855162808;06/05/2022 16:39:22;1651855162444;2;06/05/2022 18:39:22;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;5;3;SimilarityResponse;Zone1;response_button_text;2887;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
28;1651855162938;06/05/2022 16:39:22;1651855162878;2;06/05/2022 18:39:22;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;6;1;Cross;fixation;fixation;449.7300000000032;;;;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
29;1651855164542;06/05/2022 16:39:24;1651855164477;2;06/05/2022 18:39:24;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;6;2;TwoFaces;TIMER;timelimit_screen;1598.7079999999987;;;;;0;1;0;;;1;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
30;1651855164626;06/05/2022 16:39:24;1651855164505;2;06/05/2022 18:39:24;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;6;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
31;1651855169540;06/05/2022 16:39:29;1651855169469;2;06/05/2022 18:39:29;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;6;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;4962.900000095367;;;76;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
32;1651855169614;06/05/2022 16:39:29;1651855169474;2;06/05/2022 18:39:29;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;6;3;SimilarityResponse;Zone2;response_button_text;4962.900000095367;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
33;1651855169973;06/05/2022 16:39:29;1651855169906;2;06/05/2022 18:39:29;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;16;7;1;Cross;fixation;fixation;449.60899999999674;;;;;0;1;0;;;;;1;FaceBlock;F59_598.png;F76_765.png;DIFFERENT PEOPLE;;test;F59_598.pngF76_765.png;diff;6
34;1651855171568;06/05/2022 16:39:31;1651855171505;2;06/05/2022 18:39:31;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;16;7;2;TwoFaces;TIMER;timelimit_screen;1598.7090000000026;;;;;0;1;0;;;1;;1;FaceBlock;F59_598.png;F76_765.png;DIFFERENT PEOPLE;;test;F59_598.pngF76_765.png;diff;6
35;1651855171646;06/05/2022 16:39:31;1651855171554;2;06/05/2022 18:39:31;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;16;7;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F59_598.png;F76_765.png;DIFFERENT PEOPLE;;test;F59_598.pngF76_765.png;diff;6
36;1651855174997;06/05/2022 16:39:34;1651855174828;2;06/05/2022 18:39:34;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;16;7;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;3273.7999999523163;;;24;;0;1;0;;;;;1;FaceBlock;F59_598.png;F76_765.png;DIFFERENT PEOPLE;;test;F59_598.pngF76_765.png;diff;6
37;1651855175091;06/05/2022 16:39:35;1651855174831;2;06/05/2022 18:39:34;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;16;7;3;SimilarityResponse;Zone1;response_button_text;3273.7999999523163;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;F59_598.png;F76_765.png;DIFFERENT PEOPLE;;test;F59_598.pngF76_765.png;diff;6
38;1651855175356;06/05/2022 16:39:35;1651855175266;2;06/05/2022 18:39:35;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;51;8;1;Cross;fixation;fixation;449.5400000000009;;;;;0;1;0;;;;;1;FaceBlock;00185_940128_fb.png;00185_940422_fb.png;SAME PERSON;;test;00185_940128_fb.png00185_940422_fb.png;same;4
39;1651855176934;06/05/2022 16:39:36;1651855176867;2;06/05/2022 18:39:36;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;51;8;2;TwoFaces;TIMER;timelimit_screen;1598.770000000004;;;;;0;1;0;;;1;;1;FaceBlock;00185_940128_fb.png;00185_940422_fb.png;SAME PERSON;;test;00185_940128_fb.png00185_940422_fb.png;same;4
40;1651855177024;06/05/2022 16:39:37;1651855176897;2;06/05/2022 18:39:36;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;51;8;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00185_940128_fb.png;00185_940422_fb.png;SAME PERSON;;test;00185_940128_fb.png00185_940422_fb.png;same;4
41;1651855183959;06/05/2022 16:39:43;1651855183760;2;06/05/2022 18:39:43;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;51;8;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;6862.699999809265;;;45;;0;1;0;;;;;1;FaceBlock;00185_940128_fb.png;00185_940422_fb.png;SAME PERSON;;test;00185_940128_fb.png00185_940422_fb.png;same;4
42;1651855184054;06/05/2022 16:39:44;1651855183765;2;06/05/2022 18:39:43;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;51;8;3;SimilarityResponse;Zone1;response_button_text;6862.699999809265;;;DIFFERENT PEOPLE;2;0;1;0;;;;;1;FaceBlock;00185_940128_fb.png;00185_940422_fb.png;SAME PERSON;;test;00185_940128_fb.png00185_940422_fb.png;same;4
43;1651855184256;06/05/2022 16:39:44;1651855184194;2;06/05/2022 18:39:44;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;9;1;Cross;fixation;fixation;449.63000000000466;;;;;0;1;0;;;;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
44;1651855185860;06/05/2022 16:39:45;1651855185793;2;06/05/2022 18:39:45;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;9;2;TwoFaces;TIMER;timelimit_screen;1598.5979999999981;;;;;0;1;0;;;1;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
45;1651855185936;06/05/2022 16:39:45;1651855185831;2;06/05/2022 18:39:45;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;9;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
46;1651855188829;06/05/2022 16:39:48;1651855188762;2;06/05/2022 18:39:48;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;9;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2929.4000000953674;;;41;;0;1;0;;;;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
47;1651855188910;06/05/2022 16:39:48;1651855188765;2;06/05/2022 18:39:48;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;9;3;SimilarityResponse;Zone2;response_button_text;2929.4000000953674;;;SAME PERSON;1;0;1;0;;;;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
48;1651855189267;06/05/2022 16:39:49;1651855189205;2;06/05/2022 18:39:49;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;10;10;1;Cross;fixation;fixation;449.400999999998;;;;;0;1;0;;;;;1;FaceBlock;F60_607.png;F75_751.png;DIFFERENT PEOPLE;;test;F60_607.pngF75_751.png;diff;6
49;1651855190876;06/05/2022 16:39:50;1651855190806;2;06/05/2022 18:39:50;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;10;10;2;TwoFaces;TIMER;timelimit_screen;1598.9109999999928;;;;;0;1;0;;;1;;1;FaceBlock;F60_607.png;F75_751.png;DIFFERENT PEOPLE;;test;F60_607.pngF75_751.png;diff;6
50;1651855190970;06/05/2022 16:39:50;1651855190841;2;06/05/2022 18:39:50;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;10;10;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F60_607.png;F75_751.png;DIFFERENT PEOPLE;;test;F60_607.pngF75_751.png;diff;6
51;1651855197141;06/05/2022 16:39:57;1651855196972;2;06/05/2022 18:39:56;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;10;10;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;6129.900000095367;;;39;;0;1;0;;;;;1;FaceBlock;F60_607.png;F75_751.png;DIFFERENT PEOPLE;;test;F60_607.pngF75_751.png;diff;6
52;1651855197222;06/05/2022 16:39:57;1651855196975;2;06/05/2022 18:39:56;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;10;10;3;SimilarityResponse;Zone1;response_button_text;6129.900000095367;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;F60_607.png;F75_751.png;DIFFERENT PEOPLE;;test;F60_607.pngF75_751.png;diff;6
53;1651855197485;06/05/2022 16:39:57;1651855197416;2;06/05/2022 18:39:57;87583;1;task-mlua;;21720402;BLIND;6421728;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 101.0.1210.32;1280x720;1280x609;;OFMT full task;6;Spreadsheet1;Spreadsheet1;20;11;1;Cross;fixation;fixation;449.6070000000036;;;;;0;1;0;;;;;1;FaceBlock;00714_960530_fa.png;00766_960620_fa.png;DIFFERENT PEOPLE;;test;00714_960530_fa.png00766_960620_fa.png;diff;8
