Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;face1;face2;ANSWER;blockNum;inclusionCheck;pairName;pairType;newBin
11;1652344239551;12/05/2022 08:30:39;1652344245542;2;12/05/2022 10:30:45;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;11;2;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;3034;;;7;;0;1;0;;;;;1;FaceBlock;00081_931230_fa.png;00751_941201_fb.png;DIFFERENT PEOPLE;;test;00081_931230_fa.png00751_941201_fb.png;diff;15
12;1652344239652;12/05/2022 08:30:39;1652344245543;2;12/05/2022 10:30:45;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;11;2;3;SimilarityResponse;Zone1;response_button_text;3034;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00081_931230_fa.png;00751_941201_fb.png;DIFFERENT PEOPLE;;test;00081_931230_fa.png00751_941201_fb.png;diff;15
13;1652344239996;12/05/2022 08:30:39;1652344245987;2;12/05/2022 10:30:45;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;52;3;1;Cross;fixation;fixation;449.95300000000134;;;;;0;1;0;;;;;1;FaceBlock;F10_103.png;F10_104.png;SAME PERSON;;test;F10_103.pngF10_104.png;same;4
14;1652344241605;12/05/2022 08:30:41;1652344247587;2;12/05/2022 10:30:47;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;52;3;2;TwoFaces;TIMER;timelimit_screen;1599.7779999999984;;;;;0;1;0;;;1;;1;FaceBlock;F10_103.png;F10_104.png;SAME PERSON;;test;F10_103.pngF10_104.png;same;4
15;1652344241684;12/05/2022 08:30:41;1652344247601;2;12/05/2022 10:30:47;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;52;3;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F10_103.png;F10_104.png;SAME PERSON;;test;F10_103.pngF10_104.png;same;4
16;1652344244255;12/05/2022 08:30:44;1652344250235;2;12/05/2022 10:30:50;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;52;3;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2633.8000000000175;;;97;;0;1;0;;;;;1;FaceBlock;F10_103.png;F10_104.png;SAME PERSON;;test;F10_103.pngF10_104.png;same;4
17;1652344244333;12/05/2022 08:30:44;1652344250236;2;12/05/2022 10:30:50;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;52;3;3;SimilarityResponse;Zone2;response_button_text;2633.8000000000175;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;F10_103.png;F10_104.png;SAME PERSON;;test;F10_103.pngF10_104.png;same;4
18;1652344244681;12/05/2022 08:30:44;1652344250669;2;12/05/2022 10:30:50;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;4;1;Cross;fixation;fixation;449.9449999999997;;;;;0;1;0;;;;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
19;1652344246283;12/05/2022 08:30:46;1652344252269;2;12/05/2022 10:30:52;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;4;2;TwoFaces;TIMER;timelimit_screen;1599.7799999999988;;;;;0;1;0;;;1;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
20;1652344246380;12/05/2022 08:30:46;1652344252284;2;12/05/2022 10:30:52;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;4;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
21;1652344249159;12/05/2022 08:30:49;1652344255149;2;12/05/2022 10:30:55;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;4;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2865.2000000000116;;;20;;0;1;0;;;;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
22;1652344249250;12/05/2022 08:30:49;1652344255150;2;12/05/2022 10:30:55;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;24;4;3;SimilarityResponse;Zone1;response_button_text;2865.2000000000116;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00086_940422_fb.png;00744_960620_fb.png;DIFFERENT PEOPLE;;test;00086_940422_fb.png00744_960620_fb.png;diff;11
23;1652344249726;12/05/2022 08:30:49;1652344255638;2;12/05/2022 10:30:55;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;5;1;Cross;fixation;fixation;441.8799999999974;;;;;0;1;0;;;;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
24;1652344251239;12/05/2022 08:30:51;1652344257185;2;12/05/2022 10:30:57;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;5;2;TwoFaces;TIMER;timelimit_screen;1607.8430000000008;;;;;0;1;0;;;1;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
25;1652344251338;12/05/2022 08:30:51;1652344257202;2;12/05/2022 10:30:57;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;5;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
26;1652344254220;12/05/2022 08:30:54;1652344260199;2;12/05/2022 10:31:00;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;5;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2997.399999999994;;;100;;0;1;0;;;;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
27;1652344254311;12/05/2022 08:30:54;1652344260201;2;12/05/2022 10:31:00;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;5;3;SimilarityResponse;Zone2;response_button_text;2997.399999999994;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
28;1652344254654;12/05/2022 08:30:54;1652344260635;2;12/05/2022 10:31:00;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;41;6;1;Cross;fixation;fixation;449.9559999999983;;;;;0;1;0;;;;;1;FaceBlock;M2_27.png;M2_29.png;SAME PERSON;;test;M2_27.pngM2_29.png;same;17
29;1652344256251;12/05/2022 08:30:56;1652344262235;2;12/05/2022 10:31:02;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;41;6;2;TwoFaces;TIMER;timelimit_screen;1599.7839999999997;;;;;0;1;0;;;1;;1;FaceBlock;M2_27.png;M2_29.png;SAME PERSON;;test;M2_27.pngM2_29.png;same;17
30;1652344256337;12/05/2022 08:30:56;1652344262284;2;12/05/2022 10:31:02;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;41;6;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;M2_27.png;M2_29.png;SAME PERSON;;test;M2_27.pngM2_29.png;same;17
31;1652344260059;12/05/2022 08:31:00;1652344266008;2;12/05/2022 10:31:06;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;41;6;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;3727.7000000000116;;;38;;0;1;0;;;;;1;FaceBlock;M2_27.png;M2_29.png;SAME PERSON;;test;M2_27.pngM2_29.png;same;17
32;1652344260152;12/05/2022 08:31:00;1652344266009;2;12/05/2022 10:31:06;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;41;6;3;SimilarityResponse;Zone1;response_button_text;3727.7000000000116;;;DIFFERENT PEOPLE;1;0;1;0;;;;;1;FaceBlock;M2_27.png;M2_29.png;SAME PERSON;;test;M2_27.pngM2_29.png;same;17
33;1652344260470;12/05/2022 08:31:00;1652344266450;2;12/05/2022 10:31:06;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;20;7;1;Cross;fixation;fixation;449.91599999999744;;;;;0;1;0;;;;;1;FaceBlock;00714_960530_fa.png;00766_960620_fa.png;DIFFERENT PEOPLE;;test;00714_960530_fa.png00766_960620_fa.png;diff;8
34;1652344262060;12/05/2022 08:31:02;1652344268050;2;12/05/2022 10:31:08;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;20;7;2;TwoFaces;TIMER;timelimit_screen;1599.7949999999983;;;;;0;1;0;;;1;;1;FaceBlock;00714_960530_fa.png;00766_960620_fa.png;DIFFERENT PEOPLE;;test;00714_960530_fa.png00766_960620_fa.png;diff;8
35;1652344262159;12/05/2022 08:31:02;1652344268066;2;12/05/2022 10:31:08;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;20;7;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00714_960530_fa.png;00766_960620_fa.png;DIFFERENT PEOPLE;;test;00714_960530_fa.png00766_960620_fa.png;diff;8
36;1652344266912;12/05/2022 08:31:06;1652344272892;2;12/05/2022 10:31:12;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;20;7;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;4825.5;;;68;;0;1;0;;;;;1;FaceBlock;00714_960530_fa.png;00766_960620_fa.png;DIFFERENT PEOPLE;;test;00714_960530_fa.png00766_960620_fa.png;diff;8
37;1652344267000;12/05/2022 08:31:07;1652344272895;2;12/05/2022 10:31:12;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;20;7;3;SimilarityResponse;Zone1;response_button_text;4825.5;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00714_960530_fa.png;00766_960620_fa.png;DIFFERENT PEOPLE;;test;00714_960530_fa.png00766_960620_fa.png;diff;8
38;1652344267359;12/05/2022 08:31:07;1652344273334;2;12/05/2022 10:31:13;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;8;1;Cross;fixation;fixation;449.86499999999796;;;;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
39;1652344268948;12/05/2022 08:31:08;1652344274934;2;12/05/2022 10:31:14;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;8;2;TwoFaces;TIMER;timelimit_screen;1599.8040000000037;;;;;0;1;0;;;1;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
40;1652344269054;12/05/2022 08:31:09;1652344274971;2;12/05/2022 10:31:14;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;8;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
41;1652344271024;12/05/2022 08:31:11;1652344277004;2;12/05/2022 10:31:17;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;8;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2033;;;97;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
42;1652344271090;12/05/2022 08:31:11;1652344277006;2;12/05/2022 10:31:17;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;8;3;SimilarityResponse;Zone2;response_button_text;2033;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
43;1652344271490;12/05/2022 08:31:11;1652344277449;2;12/05/2022 10:31:17;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;35;9;1;Cross;fixation;fixation;449.9470000000001;;;;;0;1;0;;;;;1;FaceBlock;F60_609.png;F60_608.png;SAME PERSON;;test;F60_609.pngF60_608.png;same;6
44;1652344273073;12/05/2022 08:31:13;1652344279050;2;12/05/2022 10:31:19;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;35;9;2;TwoFaces;TIMER;timelimit_screen;1599.7890000000043;;;;;0;1;0;;;1;;1;FaceBlock;F60_609.png;F60_608.png;SAME PERSON;;test;F60_609.pngF60_608.png;same;6
45;1652344273150;12/05/2022 08:31:13;1652344279068;2;12/05/2022 10:31:19;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;35;9;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F60_609.png;F60_608.png;SAME PERSON;;test;F60_609.pngF60_608.png;same;6
46;1652344275906;12/05/2022 08:31:15;1652344281879;2;12/05/2022 10:31:21;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;35;9;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2811.100000000006;;;98;;0;1;0;;;;;1;FaceBlock;F60_609.png;F60_608.png;SAME PERSON;;test;F60_609.pngF60_608.png;same;6
47;1652344275983;12/05/2022 08:31:15;1652344281880;2;12/05/2022 10:31:21;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;35;9;3;SimilarityResponse;Zone2;response_button_text;2811.100000000006;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;F60_609.png;F60_608.png;SAME PERSON;;test;F60_609.pngF60_608.png;same;6
48;1652344276333;12/05/2022 08:31:16;1652344282315;2;12/05/2022 10:31:22;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;1;Cross;fixation;fixation;449.900999999998;;;;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
49;1652344277950;12/05/2022 08:31:17;1652344283915;2;12/05/2022 10:31:23;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;2;TwoFaces;TIMER;timelimit_screen;1599.866000000009;;;;;0;1;0;;;1;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
50;1652344278040;12/05/2022 08:31:18;1652344283935;2;12/05/2022 10:31:23;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
51;1652344282517;12/05/2022 08:31:22;1652344288498;2;12/05/2022 10:31:28;87583;1;task-mlua;;21844643;BLIND;6454025;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.54;1280x720;1280x569;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;4563.600000000006;;;33;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
