Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;face1;face2;ANSWER;blockNum;inclusionCheck;pairName;pairType;newBin
11;1652275914771;11/05/2022 13:31:54;1652275914654;2;11/05/2022 15:31:54;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;38;2;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;5133;;;74;;0;1;0;;;;;1;FaceBlock;M20_202.png;M20_201.png;SAME PERSON;;test;M20_202.pngM20_201.png;same;10
12;1652275914855;11/05/2022 13:31:54;1652275914656;2;11/05/2022 15:31:54;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;38;2;3;SimilarityResponse;Zone1;response_button_text;5133;;;DIFFERENT PEOPLE;1;0;1;0;;;;;1;FaceBlock;M20_202.png;M20_201.png;SAME PERSON;;test;M20_202.pngM20_201.png;same;10
13;1652275915195;11/05/2022 13:31:55;1652275915087;2;11/05/2022 15:31:55;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;3;1;Cross;fixation;fixation;447;;;;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
14;1652275916793;11/05/2022 13:31:56;1652275916681;2;11/05/2022 15:31:56;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;3;2;TwoFaces;TIMER;timelimit_screen;1593;;;;;0;1;0;;;1;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
15;1652275916882;11/05/2022 13:31:56;1652275916695;2;11/05/2022 15:31:56;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;3;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
16;1652275921771;11/05/2022 13:32:01;1652275921660;2;11/05/2022 15:32:01;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;3;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;4965;;;94;;0;1;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
17;1652275921845;11/05/2022 13:32:01;1652275921663;2;11/05/2022 15:32:01;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;34;3;3;SimilarityResponse;Zone2;response_button_text;4965;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;00704_941205_fb.png;00704_960530_fb.png;SAME PERSON;;test;00704_941205_fb.png00704_960530_fb.png;same;2
18;1652275922220;11/05/2022 13:32:02;1652275922110;2;11/05/2022 15:32:02;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;4;1;Cross;fixation;fixation;459;;;;;0;1;0;;;;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
19;1652275923819;11/05/2022 13:32:03;1652275923705;2;11/05/2022 15:32:03;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;4;2;TwoFaces;TIMER;timelimit_screen;1594;;;;;0;1;0;;;1;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
20;1652275923908;11/05/2022 13:32:03;1652275923719;2;11/05/2022 15:32:03;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;4;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
21;1652275928566;11/05/2022 13:32:08;1652275928451;2;11/05/2022 15:32:08;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;4;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;4732;;;18;;0;1;0;;;;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
22;1652275928659;11/05/2022 13:32:08;1652275928453;2;11/05/2022 15:32:08;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;2;4;3;SimilarityResponse;Zone1;response_button_text;4732;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;F52_524.png;F57_574.png;DIFFERENT PEOPLE;;test;F52_524.pngF57_574.png;diff;10
23;1652275929005;11/05/2022 13:32:09;1652275928903;2;11/05/2022 15:32:08;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;11;5;1;Cross;fixation;fixation;458;;;;;0;1;0;;;;;1;FaceBlock;00081_931230_fa.png;00751_941201_fb.png;DIFFERENT PEOPLE;;test;00081_931230_fa.png00751_941201_fb.png;diff;15
24;1652275930615;11/05/2022 13:32:10;1652275930497;2;11/05/2022 15:32:10;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;11;5;2;TwoFaces;TIMER;timelimit_screen;1594;;;;;0;1;0;;;1;;1;FaceBlock;00081_931230_fa.png;00751_941201_fb.png;DIFFERENT PEOPLE;;test;00081_931230_fa.png00751_941201_fb.png;diff;15
25;1652275930704;11/05/2022 13:32:10;1652275930511;2;11/05/2022 15:32:10;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;11;5;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00081_931230_fa.png;00751_941201_fb.png;DIFFERENT PEOPLE;;test;00081_931230_fa.png00751_941201_fb.png;diff;15
26;1652275934763;11/05/2022 13:32:14;1652275934647;2;11/05/2022 15:32:14;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;11;5;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;4136;;;66;;0;1;0;;;;;1;FaceBlock;00081_931230_fa.png;00751_941201_fb.png;DIFFERENT PEOPLE;;test;00081_931230_fa.png00751_941201_fb.png;diff;15
27;1652275934845;11/05/2022 13:32:14;1652275934650;2;11/05/2022 15:32:14;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;11;5;3;SimilarityResponse;Zone1;response_button_text;4136;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00081_931230_fa.png;00751_941201_fb.png;DIFFERENT PEOPLE;;test;00081_931230_fa.png00751_941201_fb.png;diff;15
28;1652275935189;11/05/2022 13:32:15;1652275935078;2;11/05/2022 15:32:15;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;12;6;1;Cross;fixation;fixation;446;;;;;0;1;0;;;;;1;FaceBlock;00729_941201_fa.png;00772_960620_fa.png;DIFFERENT PEOPLE;;test;00729_941201_fa.png00772_960620_fa.png;diff;10
29;1652275936794;11/05/2022 13:32:16;1652275936686;2;11/05/2022 15:32:16;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;12;6;2;TwoFaces;TIMER;timelimit_screen;1607;;;;;0;1;0;;;1;;1;FaceBlock;00729_941201_fa.png;00772_960620_fa.png;DIFFERENT PEOPLE;;test;00729_941201_fa.png00772_960620_fa.png;diff;10
30;1652275936880;11/05/2022 13:32:16;1652275936701;2;11/05/2022 15:32:16;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;12;6;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00729_941201_fa.png;00772_960620_fa.png;DIFFERENT PEOPLE;;test;00729_941201_fa.png00772_960620_fa.png;diff;10
31;1652275939560;11/05/2022 13:32:19;1652275939445;2;11/05/2022 15:32:19;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;12;6;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2744;;;19;;0;1;0;;;;;1;FaceBlock;00729_941201_fa.png;00772_960620_fa.png;DIFFERENT PEOPLE;;test;00729_941201_fa.png00772_960620_fa.png;diff;10
32;1652275939645;11/05/2022 13:32:19;1652275939447;2;11/05/2022 15:32:19;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;12;6;3;SimilarityResponse;Zone1;response_button_text;2744;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00729_941201_fa.png;00772_960620_fa.png;DIFFERENT PEOPLE;;test;00729_941201_fa.png00772_960620_fa.png;diff;10
33;1652275939998;11/05/2022 13:32:19;1652275939891;2;11/05/2022 15:32:19;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;37;7;1;Cross;fixation;fixation;459;;;;;0;1;0;;;;;1;FaceBlock;F29_290.png;F29_292.png;SAME PERSON;;test;F29_290.pngF29_292.png;same;2
34;1652275941596;11/05/2022 13:32:21;1652275941489;2;11/05/2022 15:32:21;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;37;7;2;TwoFaces;TIMER;timelimit_screen;1598;;;;;0;1;0;;;1;;1;FaceBlock;F29_290.png;F29_292.png;SAME PERSON;;test;F29_290.pngF29_292.png;same;2
35;1652275941677;11/05/2022 13:32:21;1652275941504;2;11/05/2022 15:32:21;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;37;7;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F29_290.png;F29_292.png;SAME PERSON;;test;F29_290.pngF29_292.png;same;2
36;1652275946848;11/05/2022 13:32:26;1652275946573;2;11/05/2022 15:32:26;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;37;7;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;5069;;;100;;0;1;0;;;;;1;FaceBlock;F29_290.png;F29_292.png;SAME PERSON;;test;F29_290.pngF29_292.png;same;2
37;1652275946941;11/05/2022 13:32:26;1652275946575;2;11/05/2022 15:32:26;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;37;7;3;SimilarityResponse;Zone2;response_button_text;5069;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;F29_290.png;F29_292.png;SAME PERSON;;test;F29_290.pngF29_292.png;same;2
38;1652275947131;11/05/2022 13:32:27;1652275947023;2;11/05/2022 15:32:27;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;43;8;1;Cross;fixation;fixation;459;;;;;0;1;0;;;;;1;FaceBlock;F11_110.png;F11_114.png;SAME PERSON;;test;F11_110.pngF11_114.png;same;11
39;1652275948735;11/05/2022 13:32:28;1652275948620;2;11/05/2022 15:32:28;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;43;8;2;TwoFaces;TIMER;timelimit_screen;1596;;;;;0;1;0;;;1;;1;FaceBlock;F11_110.png;F11_114.png;SAME PERSON;;test;F11_110.pngF11_114.png;same;11
40;1652275948832;11/05/2022 13:32:28;1652275948635;2;11/05/2022 15:32:28;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;43;8;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;F11_110.png;F11_114.png;SAME PERSON;;test;F11_110.pngF11_114.png;same;11
41;1652275951547;11/05/2022 13:32:31;1652275951438;2;11/05/2022 15:32:31;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;43;8;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2802;;;100;;0;1;0;;;;;1;FaceBlock;F11_110.png;F11_114.png;SAME PERSON;;test;F11_110.pngF11_114.png;same;11
42;1652275951623;11/05/2022 13:32:31;1652275951440;2;11/05/2022 15:32:31;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;43;8;3;SimilarityResponse;Zone2;response_button_text;2802;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;F11_110.png;F11_114.png;SAME PERSON;;test;F11_110.pngF11_114.png;same;11
43;1652275952000;11/05/2022 13:32:32;1652275951891;2;11/05/2022 15:32:31;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;9;1;Cross;fixation;fixation;455;;;;;0;1;0;;;;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
44;1652275953604;11/05/2022 13:32:33;1652275953489;2;11/05/2022 15:32:33;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;9;2;TwoFaces;TIMER;timelimit_screen;1598;;;;;0;1;0;;;1;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
45;1652275953685;11/05/2022 13:32:33;1652275953503;2;11/05/2022 15:32:33;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;9;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
46;1652275956108;11/05/2022 13:32:36;1652275955833;2;11/05/2022 15:32:35;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;9;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2329;;;100;;0;1;0;;;;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
47;1652275956192;11/05/2022 13:32:36;1652275955834;2;11/05/2022 15:32:35;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;42;9;3;SimilarityResponse;Zone2;response_button_text;2329;;;SAME PERSON;1;1;0;0;;;;;1;FaceBlock;00747_941201_fb.png;00747_941205_fb.png;SAME PERSON;;test;00747_941201_fb.png00747_941205_fb.png;same;0
48;1652275956374;11/05/2022 13:32:36;1652275956265;2;11/05/2022 15:32:36;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;1;Cross;fixation;fixation;446;;;;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
49;1652275957983;11/05/2022 13:32:37;1652275957864;2;11/05/2022 15:32:37;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;2;TwoFaces;TIMER;timelimit_screen;1599;;;;;0;1;0;;;1;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
50;1652275958077;11/05/2022 13:32:38;1652275957878;2;11/05/2022 15:32:37;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;3;SimilarityResponse;SimilaritySlider;response_slider_initialValue;0;;;50;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
51;1652275960226;11/05/2022 13:32:40;1652275960101;2;11/05/2022 15:32:40;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;3;SimilarityResponse;SimilaritySlider;response_slider_endValue;2223;;;21;;0;1;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
52;1652275960316;11/05/2022 13:32:40;1652275960103;2;11/05/2022 15:32:40;87583;1;task-mlua;;21826622;BLIND;6449458;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x848;;OFMT full task;6;Spreadsheet1;Spreadsheet1;25;10;3;SimilarityResponse;Zone1;response_button_text;2223;;;DIFFERENT PEOPLE;1;1;0;0;;;;;1;FaceBlock;00669_940307_fb.png;00771_960530_fa.png;DIFFERENT PEOPLE;;test;00669_940307_fb.png00771_960530_fa.png;diff;13
